page,profile,performance,accessibility,best_practices,seo,runs,performance_min,performance_max,result,ci_run,source_sha256
/it/news/irene-y-tomas-maestri-bachata-sensual,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/klau-y-ros-maestri-endless-bachata-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/livelli-workshop-bachata-congresso,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/migliore-festa-bachata-italia-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/nacho-y-silvia-bachata-esencia-nuova-generazione,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/party,desktop,100,95,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/programma,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/terms,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/tickets,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/transfer,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/jacknjill,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/masterclass,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/agustinyalba-bachata-sensual-rising-stars,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/aitor-gomez-bachata-sensual-dominican-roots,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-congress-alone-solo-dancer-guide,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-congress-etiquette-social-dancing-workshops-parties,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-festivals-europe-2026-2027-calendar,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-italy-2026-milan-dance-destination,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-workshop-levels-guide-congress,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/best-bachata-party-italy-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/cristian-y-gabriella-bachata-world-masters-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/david-y-ines-bachata-sensual-masters-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/full-pass-masterclass-price-increase-june-15-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/gero-y-migle-bachata-masters-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/irene-y-tomas-bachata-sensual-masters,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/klau-y-ros-endless-bachata-masters-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/milan-bachata-travel-guide-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/nacho-y-silvia-bachata-esencia-new-generation,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/top-5-bachata-congresses-europe-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/weekly-classes-vs-bachata-congresses,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/what-to-expect-bachata-congress-2026,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/parties,desktop,100,95,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/program,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/terms,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/tickets,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/transfer,desktop,100,100,77,100,3,100,100,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/,phone,88,100,77,100,3,70,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/artists,phone,91,100,77,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/bachata-congress-2026,phone,91,100,77,100,3,91,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/BookHotel,phone,94,100,77,100,3,94,95,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/contact,phone,91,100,77,100,3,90,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/faq,phone,92,100,77,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/hotel,phone,91,100,77,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/,phone,88,100,77,100,3,88,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/artists,phone,92,100,77,100,3,91,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/BookHotel,phone,92,100,77,100,3,91,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/congresso-bachata-2026,phone,89,100,77,100,3,88,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/contact,phone,93,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/faq,phone,89,100,77,100,3,89,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/hotel,phone,92,100,77,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/jacknjill,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/masterclass,phone,93,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news,phone,93,100,77,100,3,93,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/agustinyalba-stelle-nascenti-bachata-sensual,phone,90,100,77,100,3,90,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/aitor-gomez-bachata-sensuale-radici-dominicane,phone,90,100,77,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/aumento-prezzi-full-pass-masterclass-15-giugno-2026,phone,90,100,77,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/bachata-italia-2026-milano-meta-ballo,phone,90,100,77,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/calendario-festival-bachata-europa-2026-2027,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/congresso-bachata-da-soli-guida-ballerini,phone,90,100,77,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/corsi-settimanali-vs-congressi-bachata,phone,92,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/cosa-aspettarsi-da-un-congresso-di-bachata-2026,phone,91,100,77,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/cristian-y-gabriella-maestri-bachata-mondiali-2026,phone,89,100,77,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/david-y-ines-maestri-bachata-sensual-2026,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/etichetta-congresso-bachata-social-workshop-party,phone,93,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/gero-y-migle-maestri-bachata-sensual-2026,phone,93,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/guida-viaggio-bachata-milano-2026,phone,92,100,77,100,3,91,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/i-5-migliori-congressi-bachata-europa-2026,phone,92,100,77,100,3,90,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/irene-y-tomas-maestri-bachata-sensual,phone,90,100,77,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/klau-y-ros-maestri-endless-bachata-2026,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/livelli-workshop-bachata-congresso,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/migliore-festa-bachata-italia-2026,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/nacho-y-silvia-bachata-esencia-nuova-generazione,phone,91,100,77,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/party,phone,92,95,77,100,3,91,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/programma,phone,90,100,77,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/terms,phone,93,100,77,100,3,93,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/tickets,phone,89,100,77,100,3,87,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/transfer,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/jacknjill,phone,93,100,77,100,3,93,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/masterclass,phone,94,100,77,100,3,93,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news,phone,95,100,77,100,3,95,95,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/agustinyalba-bachata-sensual-rising-stars,phone,91,100,77,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/aitor-gomez-bachata-sensual-dominican-roots,phone,89,100,77,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-congress-alone-solo-dancer-guide,phone,89,100,77,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-congress-etiquette-social-dancing-workshops-parties,phone,93,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-festivals-europe-2026-2027-calendar,phone,93,100,77,100,3,89,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-italy-2026-milan-dance-destination,phone,90,100,77,100,3,90,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-workshop-levels-guide-congress,phone,92,100,77,100,3,91,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/best-bachata-party-italy-2026,phone,92,100,77,100,3,90,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/cristian-y-gabriella-bachata-world-masters-2026,phone,94,100,77,100,3,93,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/david-y-ines-bachata-sensual-masters-2026,phone,92,100,77,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/full-pass-masterclass-price-increase-june-15-2026,phone,89,100,77,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/gero-y-migle-bachata-masters-2026,phone,93,100,77,100,3,92,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/irene-y-tomas-bachata-sensual-masters,phone,91,100,77,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/klau-y-ros-endless-bachata-masters-2026,phone,92,100,77,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/milan-bachata-travel-guide-2026,phone,91,100,77,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/nacho-y-silvia-bachata-esencia-new-generation,phone,93,100,77,100,3,92,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/top-5-bachata-congresses-europe-2026,phone,93,100,77,100,3,93,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/weekly-classes-vs-bachata-congresses,phone,92,100,77,100,3,92,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/what-to-expect-bachata-congress-2026,phone,90,100,77,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/parties,phone,92,95,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/program,phone,90,100,77,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/terms,phone,93,100,77,100,3,93,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/tickets,phone,88,100,77,100,3,76,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/transfer,phone,92,100,77,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/,tablet,86,100,100,100,3,72,87,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/artists,tablet,90,100,100,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/bachata-congress-2026,tablet,88,100,100,100,3,88,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/BookHotel,tablet,91,100,100,100,3,88,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/contact,tablet,92,100,100,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/faq,tablet,89,100,100,100,3,88,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/hotel,tablet,93,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/,tablet,86,100,100,100,3,84,88,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/artists,tablet,90,100,100,100,3,88,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/BookHotel,tablet,92,100,100,100,3,91,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/congresso-bachata-2026,tablet,89,100,100,100,3,88,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/contact,tablet,92,100,100,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/faq,tablet,91,100,100,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/hotel,tablet,93,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/jacknjill,tablet,91,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/masterclass,tablet,90,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news,tablet,92,100,100,100,3,92,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/agustinyalba-stelle-nascenti-bachata-sensual,tablet,93,100,100,100,3,89,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/aitor-gomez-bachata-sensuale-radici-dominicane,tablet,88,100,100,100,3,87,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/aumento-prezzi-full-pass-masterclass-15-giugno-2026,tablet,89,100,100,100,3,87,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/bachata-italia-2026-milano-meta-ballo,tablet,90,100,100,100,3,89,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/calendario-festival-bachata-europa-2026-2027,tablet,91,100,100,100,3,88,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/congresso-bachata-da-soli-guida-ballerini,tablet,82,100,100,100,3,81,83,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/corsi-settimanali-vs-congressi-bachata,tablet,91,100,100,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/cosa-aspettarsi-da-un-congresso-di-bachata-2026,tablet,94,100,100,100,3,92,95,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/cristian-y-gabriella-maestri-bachata-mondiali-2026,tablet,93,100,100,100,3,93,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
